,Caption,Total_reactions,No_of_Comment,Share,Comment,Reaction,Post_url,Rating,Like,Haha,Love,Sad,Wow,Angry
226,"A big fundraising haul and high-profile visits have turned the Indiana Senate race into one of the hardest fought contests in this year's heated struggle for control of the U.S. Senate and the balance of power in Washington, D.C.",13,3,2,"                       Name                                            Comment
0      Kathy Whalen Carrico  Kathy Whalen Carrico Hey, Kathryn Pickrel Pege...
1   Kathryn Pickrel Pegelow  Kathryn Pickrel Pegelow I have a question. Why...
2                Pav Sterry  Pav Sterry As we learn of more immigrant terro...
3          Mary Kay Buttery  Mary Kay Buttery His BS/hot air never ceases a...
4       Mary Parsons Biddle  Mary Parsons Biddle The Democrats are trying t...
5             David Reedman  David Reedman Why would anyone want to challen...
6        Yael Teresa Harmon  Yael Teresa Harmon Many people who started out...
7         Pat Murphy-rogers  Pat Murphy-rogers Regardless of his party and ...
8            Robert Palmres  Robert Palmres Walsh just support the Democrat...
9            Diane Melendez  Diane Melendez Cancer sucks! She has lived a s...
10     Mabel Annette Graham  Mabel Annette Graham God bless you Justice Rut...
11           Hardy Whiteman  Hardy Whiteman DNC making the same mistake aga...
12             John William     John William Doesn’t Matter! Trump will Sweep!","['10 Like', '2 Angry', '1 Wow']",https://www.facebook.com/ABCNewsPolitics/posts/1036336249797934,mostly true,10,0,0,0,1,2
227,"In his eighth and final address to the United Nations General Assembly as commander in chief, President Obama takes an apparent swipe at Donald J. Trump's plan to build a wall along the U.S.-Mexico border.",191,68,14,"                              Name  \
0                 Andre F Ferrigno   
1                William Dale Fulk   
2                     Chris Thomas   
3                  M Brendan Diven   
4                      Sandy Baker   
5                         Van Biak   
6               Melanie Munsterman   
7                    Rick Nickeson   
8                 Andre F Ferrigno   
9          Ronald Allen Marett Sr.   
10                      John Kelly   
11                Wallace Fletcher   
12                  Patricia Doyle   
13                Andre F Ferrigno   
14                   Corey Tidwell   
15                      Wes Norman   
16                 Mable Jean Page   
17                  Donna Charette   
18  Michelle Micky McKee-Armstrong   
19                   Johnnie Owens   
20                 Suzanne Buckley   
21                    John Mccurdy   
22                     Alta Bosley   
23                   Kathy Shishko   
24                 Lilian Martinez   
25                 Stephanie Gowan   
26                       Bill Clay   
27                Andre F Ferrigno   
28                   Lorenzo Mateo   
29                    Greg Griffin   
30                Mary Kay Buttery   
31             Mary Parsons Biddle   
32                   David Reedman   
33              Yael Teresa Harmon   
34               Pat Murphy-rogers   
35                  Robert Palmres   
36                  Diane Melendez   
37            Mabel Annette Graham   
38                  Hardy Whiteman   
39                    John William   

                                              Comment  
0   Andre F Ferrigno Obama Gives Mexico $75M Aid f...  
1   William Dale Fulk Obama apologize to the World...  
2   Chris Thomas Fear is the only true enemy, born...  
3   M Brendan Diven Although we shouldn't build wa...  
4   Sandy Baker as he just had a big wall built ar...  
5   Van Biak Buiding the wall was what Obama could...  
6   Melanie Munsterman Obama worst president EVER ...  
7   Rick Nickeson Look at all the countries in Eur...  
8   Andre F Ferrigno Millions Are Speechless After...  
9   Ronald Allen Marett Sr. Our President never me...  
10            John Kelly https://youtu.be/R7SM8EmAdng  
11  Wallace Fletcher Barry has been turning tricks...  
12    Patricia Doyle Go to the corner and stay there.  
13  Andre F Ferrigno Obama Gives Mexico $75M Aid f...  
14         Corey Tidwell Bye bye Barry enjoy Canada !  
15  Wes Norman Should have built the wall earlier,...  
16  Mable Jean Page I like what a lady said on rad...  
17      Donna Charette I am SO gonna miss this man! ❤  
18  Michelle Micky McKee-Armstrong For someone who...  
19                     Johnnie Owens End of an Error!  
20  Suzanne Buckley And you gave Mexico WALL $$$$ ...  
21                     John Mccurdy Hurry up an LEAVE  
22                  Alta Bosley http://dlvr.it/MJYCJw  
23                  Kathy Shishko go away mr jv......  
24  Lilian Martinez Take his raise and fund more s...  
25  Stephanie Gowan We are loosing our rights and ...  
26  Bill Clay https://www.youtube.com/watch?v=vGqD...  
27  Andre F Ferrigno Obama Administration Is Spend...  
28  Lorenzo Mateo That's is ridiculous building th...  
29  Greg Griffin The Clintons must take us for foo...  
30  Mary Kay Buttery His BS/hot air never ceases a...  
31  Mary Parsons Biddle The Democrats are trying t...  
32  David Reedman Why would anyone want to challen...  
33  Yael Teresa Harmon Many people who started out...  
34  Pat Murphy-rogers Regardless of his party and ...  
35  Robert Palmres Walsh just support the Democrat...  
36  Diane Melendez Cancer sucks! She has lived a s...  
37  Mabel Annette Graham God bless you Justice Rut...  
38  Hardy Whiteman DNC making the same mistake aga...  
39     John William Doesn’t Matter! Trump will Sweep!  ","['142 Like', '28 Love', '11 Angry']",https://www.facebook.com/ABCNewsPolitics/posts/1036432846454941,mostly true,142,0,28,0,0,11
228,"The United Nations says the attack on the aid convoy could amount to a ""war crime.""",28,3,3,"                    Name                                            Comment
0        Michael Stevens  Michael Stevens I hear a lot of saying but not...
1         Gloria Rangott  Gloria Rangott How can it NOT be a war crime!#...
2       Mary Kay Buttery  Mary Kay Buttery His BS/hot air never ceases a...
3         Brenda Pearson  Brenda Pearson ""Tantrum"" is wrong choice of wo...
4          David Reedman  David Reedman Why would anyone want to challen...
5     Yael Teresa Harmon  Yael Teresa Harmon Many people who started out...
6      Pat Murphy-rogers  Pat Murphy-rogers Regardless of his party and ...
7         Robert Palmres  Robert Palmres Walsh just support the Democrat...
8         Diane Melendez  Diane Melendez Cancer sucks! She has lived a s...
9   Mabel Annette Graham  Mabel Annette Graham God bless you Justice Rut...
10        Hardy Whiteman  Hardy Whiteman DNC making the same mistake aga...
11          John William     John William Doesn’t Matter! Trump will Sweep!","['24 Like', '2 Angry', '1 Haha']",https://www.facebook.com/ABCNewsPolitics/posts/1036447253120167,mostly true,24,1,0,0,0,2
229,"Using Skittles to make a point about “our Syrian refugee problem” didn’t go over too well with Mars, Incorporated—but the candy maker’s rebuke of Donald Trump Jr..’s controversial tweet is hardly a first.",76,86,4,"                    Name                                            Comment
0           John Mccurdy  John Mccurdy Leave it to the News Media To Blo...
1          Carolyn Sills  Carolyn Sills The democrat party has been ,is,...
2          Carolyn Sills  Carolyn Sills the liberals are really disgusti...
3          Carolyn Sills  Carolyn Sills it was a good analogy and if cli...
4         Shannon Bolden                    Shannon Bolden #HILLARY CLINTON
5        Jennifer Reilly  Jennifer Reilly Mars Inc. to Trump Jr.: 'Skitt...
6              Suzy Ward  Suzy Ward Donald Trump Jr. Is often referred t...
7     Christene Chambers  Christene Chambers I laughed, it was cute. Nic...
8         Aboset Lenjiso  Aboset Lenjiso nice to mmeet you ... contnue ....
9           Lynne Martin  Lynne Martin This is ridiculous! Donald Trump ...
10      Jeanie Elizabeth  Jeanie Elizabeth Left a few words off of that ...
11        Ricky Gonzales  Ricky Gonzales Blind trust that his kids will ...
12             Casey Roe  Casey Roe Hmmmm....how about we check Skittles...
13           Linda Moore                      Linda Moore No vote for Trump
14           Mike Graham  Mike Graham Hillary Clinton wants more Islamic...
15      George Goldstein  George Goldstein The despicable orange clown w...
16             Bill Clay  Bill Clay https://www.youtube.com/watch?v=vGqD...
17       Mark Bellingham  Mark Bellingham https://www.youtube.com/watch?...
18       Anne Mae Sylvia  Anne Mae Sylvia Gary Johnson is the only respo...
19      Jessica Mitsiell                  Jessica Mitsiell Looney Liberals!
20         Rick Nickeson  Rick Nickeson This cracks me up . https://yout...
21         Andy Garrison  Andy Garrison GREAT ANALOGY! WHICH SKITTLE IS ...
22      Racheal Anchante  Racheal Anchante TRUMP JR. CANDY CRUSH ?????? ...
23  Jan Scheffert Wolken  Jan Scheffert Wolken Ten things Trump supporer...
24            Bud Rogers         Bud Rogers What is controversial about it?
25          Marilyn Lynn  Marilyn Lynn Life like a box of chocolates peo...
26         Lorenzo Mateo  Lorenzo Mateo I loved when the Trump's talks b...
27        Shannon Bolden  Shannon Bolden I use to LOVE Skittles not anymore
28         Patrick Kelly  Patrick Kelly CNN had an entire panel of liber...
29     Mark Anthony Hill        Mark Anthony Hill Bye Felicia love skittles
30      Mary Kay Buttery  Mary Kay Buttery His BS/hot air never ceases a...
31        Brenda Pearson  Brenda Pearson ""Tantrum"" is wrong choice of wo...
32         David Reedman  David Reedman Why would anyone want to challen...
33    Yael Teresa Harmon  Yael Teresa Harmon Many people who started out...
34     Pat Murphy-rogers  Pat Murphy-rogers Regardless of his party and ...
35        Robert Palmres  Robert Palmres Walsh just support the Democrat...
36        Diane Melendez  Diane Melendez Cancer sucks! She has lived a s...
37  Mabel Annette Graham  Mabel Annette Graham God bless you Justice Rut...
38        Hardy Whiteman  Hardy Whiteman DNC making the same mistake aga...
39          John William     John William Doesn’t Matter! Trump will Sweep!","['51 Like', '18 Angry', '3 Haha']",https://www.facebook.com/ABCNewsPolitics/posts/1036474553117437,mostly true,51,3,0,0,0,18
230,"At a rally in North Carolina, Donald Trump says, ""There's nothing like doing things with 'other people's money.'""",412,0,0,"                        Name  \
0               Sandy Gellar   
1           Jayson A Messner   
2               Nwaomas Page   
3       Lynn Haley Rasmussen   
4         Jolana Kutman Head   
5            Brandon LaFleur   
6             James Replogle   
7                 Erik Brack   
8     Lauren Kenneth Lambert   
9           Nathasha Painter   
10                 Tom Davis   
11               Mark Montag   
12           Beverly Centini   
13            Hedwig Yankowy   
14                 Suzy Ward   
15             Karina Yamily   
16             Jorge Herrera   
17            Tammie Sargent   
18           Andrew W. Allan   
19            Eileen Seltzer   
20             Janet Abdulla   
21          Richard M Alicea   
22              Vonnie Gross   
23          Leslie Dunsworth   
24  Susan Lockwood Schartner   
25               H.A. Hooker   
26             Gary A Wilson   
27                Debi White   
28            Monica Roberts   
29           Cindy Ruggeberg   
30        Dennis Fitzpatrick   
31               John P. Lim   
32              James Sunday   
33           Mark Bellingham   
34             Shelley Hayes   
35           Evan Quarterman   
36           Terri Lynn Park   
37             Oliver Guzman   
38                Bob George   
39               Debra Foust   
40                Anthony Kv   
41             Robert Omerza   
42     Yolanda Anaya Murillo   
43               Kim Daniels   
44               Mitra Singh   
45            Brenda Corrine   
46              Karen Wilson   
47              Brian Daines   
48              Mark Burrows   
49     Tatia Jacobson Jordan   
50          Mary Kay Buttery   
51            Brenda Pearson   
52             David Reedman   
53        Yael Teresa Harmon   
54         Pat Murphy-rogers   
55            Robert Palmres   
56            Diane Melendez   
57      Mabel Annette Graham   
58            Hardy Whiteman   
59              John William   

                                              Comment  
0                       Sandy Gellar He's a fraud!!!!  
1                                    Jayson A Messner  
2                                        Nwaomas Page  
3                                Lynn Haley Rasmussen  
4                                  Jolana Kutman Head  
5                                     Brandon LaFleur  
6                                      James Replogle  
7                                          Erik Brack  
8                              Lauren Kenneth Lambert  
9                                    Nathasha Painter  
10                                          Tom Davis  
11                                        Mark Montag  
12                                    Beverly Centini  
13                                     Hedwig Yankowy  
14                                          Suzy Ward  
15                                      Karina Yamily  
16                                      Jorge Herrera  
17                                     Tammie Sargent  
18                             Andrew W. Allan Yep, #  
19                                     Eileen Seltzer  
20                                      Janet Abdulla  
21                                   Richard M Alicea  
22                                       Vonnie Gross  
23                                   Leslie Dunsworth  
24                           Susan Lockwood Schartner  
25                       H.A. Hooker #TrumpFoundation  
26     Gary A Wilson\n\nTime for 3rd parties…See more  
27                                         Debi White  
28        Monica Roberts\nanother foreign flusey wife  
29                                    Cindy Ruggeberg  
30                                 Dennis Fitzpatrick  
31                                        John P. Lim  
32                                       James Sunday  
33                                    Mark Bellingham  
34  Shelley Hayes I seriously don't understand the...  
35                                    Evan Quarterman  
36                                    Terri Lynn Park  
37                         Oliver Guzman\n\n…See more  
38                        Bob George Donald J. Trump,  
39                                        Debra Foust  
40                                         Anthony Kv  
41                                      Robert Omerza  
42                              Yolanda Anaya Murillo  
43                                        Kim Daniels  
44                                        Mitra Singh  
45                                     Brenda Corrine  
46                                       Karen Wilson  
47                                       Brian Daines  
48                                       Mark Burrows  
49                              Tatia Jacobson Jordan  
50                                Mary Kay Buttery\n…  
51                                     Brenda Pearson  
52                                      David Reedman  
53                       Yael Teresa Harmon …See more  
54                                  Pat Murphy-rogers  
55                                     Robert Palmres  
56  Diane Melendez Cancer sucks! She has lived a s...  
57                               Mabel Annette Graham  
58                                     Hardy Whiteman  
59                                       John William  ","['188 Like', '137 Angry', '41 Wow']",https://www.facebook.com/ABCNewsPolitics/posts/1036496423115250,mostly true,188,0,0,0,41,137
231,"The writings were apparently on Rahami when he allegedly engaged in a firefight with police, and the pages were shot through with a bullet.",13,3,2,"                    Name                                            Comment
0             John Kelly            John Kelly https://youtu.be/Tjpcp4gESsU
1       Mary Kay Buttery  Mary Kay Buttery His BS/hot air never ceases a...
2         Brenda Pearson  Brenda Pearson ""Tantrum"" is wrong choice of wo...
3          David Reedman  David Reedman Why would anyone want to challen...
4     Yael Teresa Harmon  Yael Teresa Harmon Many people who started out...
5      Pat Murphy-rogers  Pat Murphy-rogers Regardless of his party and ...
6         Robert Palmres  Robert Palmres Walsh just support the Democrat...
7         Diane Melendez  Diane Melendez Cancer sucks! She has lived a s...
8   Mabel Annette Graham  Mabel Annette Graham God bless you Justice Rut...
9         Hardy Whiteman  Hardy Whiteman DNC making the same mistake aga...
10          John William     John William Doesn’t Matter! Trump will Sweep!","['10 Like', '3 Angry']",https://www.facebook.com/ABCNewsPolitics/posts/1036514203113472,mostly true,10,0,0,0,0,3
232,"Two years ago, Rahami's father told the FBI – Federal Bureau of Investigation that his son was interacting with ""bad people"" overseas and a concerned citizen in the neighborhood told authorities that Rahami's associates may have been trying to procure explosives, sources tell ABC News.",35,20,8,"                    Name                                            Comment
0    Murphy Lee Margaret                 Murphy Lee Margaret Obamas America
1             Diana Lynn  Diana Lynn http://mediamatters.org/.../here-s-...
2     Tonia Parrott Case  Tonia Parrott Case If Hillary Clinton is someh...
3           Danny Rivera          Danny Rivera Good job FBI but better kill
4             John Kelly            John Kelly https://youtu.be/Tjpcp4gESsU
5             Kevin Hale                     Kevin Hale Google Gary Johnson
6         Brenda K Woods  Brenda K Woods Don't we also have a department...
7          Johnnie Owens  Johnnie Owens ABC will only report what they w...
8   Kathy Poe Barriskill  Kathy Poe Barriskill The FBI looked into New Y...
9       Mary Kay Buttery  Mary Kay Buttery His BS/hot air never ceases a...
10        Brenda Pearson  Brenda Pearson ""Tantrum"" is wrong choice of wo...
11         David Reedman  David Reedman Why would anyone want to challen...
12    Yael Teresa Harmon  Yael Teresa Harmon Many people who started out...
13     Pat Murphy-rogers  Pat Murphy-rogers Regardless of his party and ...
14        Robert Palmres  Robert Palmres Walsh just support the Democrat...
15        Diane Melendez  Diane Melendez Cancer sucks! She has lived a s...
16  Mabel Annette Graham  Mabel Annette Graham God bless you Justice Rut...
17        Hardy Whiteman  Hardy Whiteman DNC making the same mistake aga...
18          John William     John William Doesn’t Matter! Trump will Sweep!","['17 Like', '13 Angry', '4 Wow']",https://www.facebook.com/ABCNewsPolitics/posts/1036552873109605,mostly true,17,0,0,0,4,13
233,"""How many times do we have to see this in our country?"" Hillary Clinton asks of the fatal police shooting of Terence Crutcher in Tulsa, Oklahoma.",261,110,43,"                     Name                                            Comment
0         Melissa Gilbert  Melissa Gilbert This white person never has / ...
1               Renee Que                       Renee Que She should shut up
2            Thomas Jones  Thomas Jones LOL as long as you train your chi...
3                 Em Hess  Em Hess Hillary is committed to all people in ...
4             Lois Havens  Lois Havens So you are telling me that Donald ...
5             Jorge David        Jorge David I STAND BY YOU MADAM PRESIDENT.
6             Sandy Baker               Sandy Baker THE COP WAS BLACK DIMWIT
7              Joey Lemos                 Joey Lemos TRUMP TRUMP TRUMP TRUMP
8             Carol Oliva  Carol Oliva Hillary took 20,000 for her campai...
9            Elyn Osborne  Elyn Osborne she's like the little boy who cri...
10        Karen MacDonald  Karen MacDonald TRUMP'S CANDIDACY HAS EMPOWERE...
11           Thomas Jones  Thomas Jones The executive and legislative off...
12           Thomas Jones  Thomas Jones Why are the American people wipin...
13       Jayson A Messner  Jayson A Messner Arrest Betty Shelby for MURDER !
14       Jeremiah Donovan            Jeremiah Donovan Wtf? This lady is nuts
15              Jo Bonita  Jo Bonita Everything that comes out of this wo...
16         Gaylon Nettles  Gaylon Nettles SHE FORGOT TO TELL AMERICANS TO...
17            Zach Ashoka  Zach Ashoka Oh now she cares for African Ameri...
18           James Nelson  James Nelson Omg\nThe stupid is so strong in here
19           James Nelson  James Nelson This election cycle has been dist...
20         Julie Rambo RD  Julie Rambo RD Cops are not immune to prejudic...
21         Jason Phillips                         Jason Phillips Trump 2016!
22            Roberta Roy  Roberta Roy Hillary you can speak all you want...
23           Ric Winthrop  Ric Winthrop Until the Justice Department is f...
24          Bob Hanna Jr.  Bob Hanna Jr. WHY IS CLINTON always seems to b...
25              John Swan  John Swan It’s all well and good to condemn a ...
26             Ravi Kumar                                         Ravi Kumar
27           Ken Ashworth  Ken Ashworth There simply is no tragedy this d...
28             Ravi Kumar                                         Ravi Kumar
29               Carl Sen  Carl Sen How many times do u have to talk abou...
30           Glenn Hassig  Glenn Hassig How are the voters expected to tr...
31           Danita Drake  Danita Drake Any comment from Trump? Crickets....
32          Kathy Shishko                       Kathy Shishko She hates cops
33           Mike Tranzey              Mike Tranzey UNDERSTANDABLE & RESPECT
34            Atlas Reese  Atlas Reese Good luck with that one. The only ...
35        BillyJoe JimBob  BillyJoe JimBob This woman told secret service...
36              Nik James  Nik James Everybody is always talking about ho...
37          Steven Gaydos  Steven Gaydos Hooch you have been living in a ...
38    Maggie Nelson Lange  Maggie Nelson Lange SURE SHE WOULD. SHES STILL...
39          Lorenzo Mateo  Lorenzo Mateo That's is sad, what's is going o...
40             Ravi Kumar  Ravi Kumar The main problem is with politician...
41         Dwayne Stretch  Dwayne Stretch http://ilovemyfreedom.org/truth...
42           Marilyn Lynn  Marilyn Lynn How bout why doesn't people just ...
43  Shagdarsuren Battulga  Shagdarsuren Battulga Hillary 2016.2020...!!!!...
44           Maria Ehrich  Maria Ehrich #SuperPredators comment & policie...
45     Tonia Parrott Case  Tonia Parrott Case If Hillary Clinton is someh...
46        Sanford Tillman  Sanford Tillman Not obeying, acting suspicious...
47       Wallace Fletcher  Wallace Fletcher Hillary is dam good at turnin...
48          Fran Salinari  Fran Salinari How many times do we have to con...
49              Bill Clay  Bill Clay https://www.youtube.com/watch?v=pSPv...
50       Mary Kay Buttery  Mary Kay Buttery His BS/hot air never ceases a...
51         Brenda Pearson  Brenda Pearson ""Tantrum"" is wrong choice of wo...
52          David Reedman  David Reedman Why would anyone want to challen...
53     Yael Teresa Harmon  Yael Teresa Harmon Many people who started out...
54      Pat Murphy-rogers  Pat Murphy-rogers Regardless of his party and ...
55         Robert Palmres  Robert Palmres Walsh just support the Democrat...
56         Diane Melendez  Diane Melendez Cancer sucks! She has lived a s...
57   Mabel Annette Graham  Mabel Annette Graham God bless you Justice Rut...
58         Hardy Whiteman  Hardy Whiteman DNC making the same mistake aga...
59           John William     John William Doesn’t Matter! Trump will Sweep!","['204 Like', '25 Love', '17 Sad']",https://www.facebook.com/ABCNewsPolitics/posts/1036582596439966,mostly true,204,0,25,17,0,0
234,"Jesse Benton, Ron Paul's 2012 campaign chairman, was convicted of conspiracy, causing false campaign contribution reports to be filed to the Federal Election Commission and participating in a false statement scheme.",11,6,2,"                    Name                                            Comment
0     Tonia Parrott Case  Tonia Parrott Case If Hillary Clinton is someh...
1   Kathy Whalen Carrico  Kathy Whalen Carrico Well, I guess we can be g...
2            Tami Burton  Tami Burton trump should be facing jail or pri...
3       Mary Kay Buttery  Mary Kay Buttery His BS/hot air never ceases a...
4         Brenda Pearson  Brenda Pearson ""Tantrum"" is wrong choice of wo...
5          David Reedman  David Reedman Why would anyone want to challen...
6     Yael Teresa Harmon  Yael Teresa Harmon Many people who started out...
7      Pat Murphy-rogers  Pat Murphy-rogers Regardless of his party and ...
8         Robert Palmres  Robert Palmres Walsh just support the Democrat...
9         Diane Melendez  Diane Melendez Cancer sucks! She has lived a s...
10  Mabel Annette Graham  Mabel Annette Graham God bless you Justice Rut...
11        Hardy Whiteman  Hardy Whiteman DNC making the same mistake aga...
12          John William     John William Doesn’t Matter! Trump will Sweep!","['8 Like', '1 Haha', '1 Wow']",https://www.facebook.com/ABCNewsPolitics/posts/1036611373103755,mostly true,8,1,0,0,1,0
235,"A whopping 95% of all campaign television ad spending scheduled between today and Election Day—more than $143 million—comes from Hillary Clinton =’s team, according to an ABC News analysis of CMAG/Kantar Media data.",79,108,11,"                      Name                                            Comment
0          J.d. Greenawalt  J.d. Greenawalt Whatever it takes to beat him....
1            Rick Nickeson  Rick Nickeson Ha ha ha . Clinton is spending s...
2             Steve Morris                           Steve Morris Trump leads
3             Curtis Clark  Curtis Clark https://gma.yahoo.com/exclusive-d...
4                Gary Hill    Gary Hill But he's on CNN for free 24 hrs a day
5             Curtis Clark  Curtis Clark http://thehill.com/.../294318-rep...
6             Curtis Clark  Curtis Clark http://bipartisanreport.com/.../b...
7       Tonia Parrott Case  Tonia Parrott Case If Hillary Clinton is someh...
8     Jan Scheffert Wolken  Jan Scheffert Wolken I am looking forward to s...
9             Curtis Clark  Curtis Clark http://realnewsrightnow.com/.../t...
10            Curtis Clark  Curtis Clark http://www.cbsnews.com/.../inside...
11            Curtis Clark  Curtis Clark http://thehill.com/.../296083-don...
12            Curtis Clark  Curtis Clark https://poliscijunkee.com/.../usa...
13             Keith Haley  Keith Haley http://www.dailywire.com/.../trump...
14            Curtis Clark  Curtis Clark http://realnewsrightnow.com/.../t...
15            Nancy Pharis  Nancy Pharis She is trying to buy the presidency.
16         Darryl Moncreif  Darryl Moncreif Donald Trump wants to Earn the...
17           Drew Williams  Drew Williams Lol and she's still not beating him
18          Jason Phillips                         Jason Phillips Trump 2016!
19           George Taylor             George Taylor democrats have the money
20              Don Nguyen  Don Nguyen He's not spending, to busy paying h...
21            Glenn Hassig  Glenn Hassig How are the voters expected to tr...
22            Cathy Jensen  Cathy Jensen Trump has been given a lot of fre...
23           Rick Nickeson  Rick Nickeson This cracks me up . https://yout...
24             Dan Catania  Dan Catania I think the Big question now is wi...
25           Kathy Shishko  Kathy Shishko WOW she stinks..... so desperate...
26               Bill Clay  Bill Clay Socialists in Germany in the 1930-40...
27            Thomas Jones  Thomas Jones The executive and legislative off...
28       William Dale Fulk  William Dale Fulk Obama's 3rd term replacement...
29              Jim Goulet               Jim Goulet Can't wait till she loses
30             Linda Moore                               Linda Moore No Trump
31            Curtis Clark  Curtis Clark https://mediamatters.org/.../cbs-...
32              Ravi Kumar                                         Ravi Kumar
33            Curtis Clark  Curtis Clark http://www.nbcnews.com/.../flashb...
34              Bob George  Bob George Is she secretly campaigning for Don...
35           Noreen Snyder  Noreen Snyder She has to because all the media...
36               Hnia Amal  Hnia Amal Hillary Clinton is going to orange m...
37            Meghan Brown         Meghan Brown Vote BLUE up and down ticket!
38         Anne Mae Sylvia  Anne Mae Sylvia When is enough, enough?? This ...
39           Robert Rankin  Robert Rankin She gets the money from donors b...
40              Paul Watts  Paul Watts She's losing. That's why she has to...
41        Priscilla Durnen  Priscilla Durnen No one will support Trump wit...
42         Cathy Valentine  Cathy Valentine She has to, the media gives Th...
43             Mike Graham  Mike Graham Hillary Clinton set to import 110,...
44  Betty Jo Miller Thaman  Betty Jo Miller Thaman Think what good there c...
45              Ravi Kumar  Ravi Kumar I have my own doubt about this spen...
46        Mary Kay Buttery  Mary Kay Buttery His BS/hot air never ceases a...
47          Brenda Pearson  Brenda Pearson ""Tantrum"" is wrong choice of wo...
48           David Reedman  David Reedman Why would anyone want to challen...
49      Yael Teresa Harmon  Yael Teresa Harmon Many people who started out...
50       Pat Murphy-rogers  Pat Murphy-rogers Regardless of his party and ...
51          Robert Palmres  Robert Palmres Walsh just support the Democrat...
52          Diane Melendez  Diane Melendez Cancer sucks! She has lived a s...
53    Mabel Annette Graham  Mabel Annette Graham God bless you Justice Rut...
54          Hardy Whiteman  Hardy Whiteman DNC making the same mistake aga...
55            John William     John William Doesn’t Matter! Trump will Sweep!","['58 Like', '9 Haha', '8 Love']",https://www.facebook.com/ABCNewsPolitics/posts/1036644986433727,mostly true,58,9,8,0,0,0
